Date,User,v,a,Tweet
11-19-18 03:35,Roxiemusic2018,5.39,4.5,"@Stupotsy @ActivePatriots ""Allen Frances, who s like the chief critic of DSM V   and he was head of DSM IV   said to me,  We created three false epidemics: ADHD, Asperger s, childhood bipolar disorder.  After a while I thought,  Okay, I m just going to concentrate on those three.  I spent a month looking"
11-19-18 03:45,EndTheStigma_ie,5.58,4.33,"Excellent blog entry in particular on Bipolar Disorder - Lessons Learnes, about 10 entries and in particular: Gratitude and Commitment. #BipolarDisorder https://t.co/s3NMEXeAa7"
11-19-18 03:46,ziggystaryglut,5.32,5.15,RT @keenwah_: we need to give as much attention to bipolar disorder/BPD as we do with depression/anxiety. the demonization of people with mood disorders is so damaging. thank u for coming to my ted talk.
11-19-18 03:50,kvngrai_,4.84,4.38,so who tryna do my project for me ??? I ll pay you and it s on bipolar disorder.
11-19-18 03:51,barbiedrippin,3.93,4.54,So I ve been having weird dream every night for maybe 2 weeks now and google says it s due to stress or anxiety or bipolar disorder
11-19-18 03:51,TretonicMW,4.56,4.62,@RealJanePauley @IrwinRedlenerMD Mind Trust captures ideas from young entrepreneurs and develops those platforms with little or no reward to the entrepreneurs. Typical scam from a person who is a narcissistand blames narcissistic tendencies on Bipolar disorder.
11-19-18 04:01,neilabf,6.37,3.94,RT @EmotionMatterUK: Knowing the #signs and #symptoms of #BipolarDisorder can help you to get treatment earlier. Read this article to find out more: https://t.co/KQ74f1zq0G
11-19-18 04:11,LeRoyMoco,5.74,4.19,Sound Bath/Light Bath also a look at bipolar disorder https://t.co/iKrlDgkhcT
11-19-18 04:14,sandra_pausini,4.92,4.78,"RT @eyre_mella: @dspetro @Elverojaguar Bipolar disorder is a condition that causes major swings in activity, energy, and mood. Obsessive-compulsive disorder (OCD) results in a person having unwanted ideas, thoughts, or sensations to recur in the brain & body. Do you believe that vegans have this problem?U are ignorant"
11-19-18 04:21,ElisabethRenau,5.25,4.97,"RT @eklaasguevara: @SassyPantss1014 @cuttinghossfan @traceys294 @Realityisgoals @collinsp1960 @LeeAnneLocken Sassy pants! I m right there with you! My daughter has Bipolar disorder. She s 13. If you ever need a shoulder... I m here for you!! In the meantime, there s this- https://t.co/YEcmBCUhQu"
11-19-18 04:23,cathmackinlay,4.75,4.79,"RT @MoleculeraLabs: Growing body of research is finding an association between #autoimmune disorders and mental health conditions, such as bipolar disorder and schizophrenia. #PANDAS https://t.co/QtpzfrAfnK"
11-19-18 04:28,AuthorConfusion,4.85,4.57,"@TheGodlessIowan My dad suffered from narcissistic personality disorder. Combined with bipolar and a conviction that he was God's spokesperson, my childhood was basically shit."
11-19-18 04:34,optimisticnerd2,4.96,5.28,@pseudonymjones as someone with bipolar disorder and a high dose of estrogen...its crazy out here
11-19-18 04:37,BtwnThesePages,4.28,5.09,"CW for Heart Berries: Alcoholism, sexual abuse, suicide attempts, suicide ideation, cutting, hospitalization due to mental health issues, bipolar disorder. I am probably leaving some out."
11-19-18 04:38,kellythekat4485,4.44,4.76,RT @MentalHealthFN: If you have ever suffered from    depression   anxiety   eating disorder   self-harm   ocd   bipolar   feelings of guilt and hopelessness   suicidal thoughts Please like and RT to showsupport for people who also suffer you are not alone.
11-19-18 04:42,GuntertChris,6.58,3.54,RT @BipolarBattle: @notdeadyetFT I recently read a VERY informative book on #BipolarDisorder and reviewed. Check it out for an idea!???? https://t.co/VD9LyVtW3E
11-19-18 04:44,thearoy,4.6,4.92,"according to everyone, I am the problem! so 100 mg of seroquel clink clink bipolar disorder right"
11-19-18 04:46,AbeAdviceBot,6,4.79,Let me be the first to suggest that you drink apple cider vinegar to cure your bipolar disorder
11-19-18 04:48,starbIaster,4.34,5.07,wait is bipolar disorder bpd or have i been shortening it the wrong way this entire time
11-19-18 04:49,giorfu,5.15,4.65,"@starbIaster bpd iirc is used BOTH for bipolar disorder as well as borderline personality disorder and therefore, confusing"
11-19-18 04:55,giorfu,5.36,4.06,"@starbIaster i dont think it's psychology on this one i think it's that bpd is borderline personality disorder in the science field and bc ppl use shorthand online, that's how bipolar disorder ended up becomingshorthand, so it's the evolution of language online that wound up w this"
11-19-18 05:00,satansxboo,4.53,3.84,time to do this neuropsych paper on bipolar disorder ??
11-19-18 05:02,okaycarley1,5.85,4.14,keep using bipolar disorder as a quirky way to describe why u like ur coffee iced one day and hot the next..unmedicated me is ready to send you to hell
11-19-18 05:15,arcticSOUL__,3.49,4.94,RAPID CYCLING BIPOLAR DISORDER ///////////
11-19-18 05:16,extremeblade,4.93,4.69,@starbIaster BD is bipolar disorder I dont see professionals using bpd to mean bipolar only borderline cos they're all different words while bipolar is 1 word
11-19-18 05:20,thearoy,5.88,4.12,"remember that bipolar disorder was still being discovered using Carrie Fisher as a lab rat. if mental health care was so efficient, she wouldn t be dead. she literally sought mental health care and put herself through electroconvulsive therapy her whole adult life."
11-19-18 05:22,LLetaparsons,4.72,4.6,RT @bipolarwellness: DO YOU KNOW THE DIFFERENCE BETWEEN BIPOLAR 1 AND BIPOLAR 2? https://t.co/y1aODpgrI8
11-19-18 05:24,MoonOnTheOtter,4.91,4.78,And now that I've transitioned my bipolar disorder has gone into remission and my anxiety is much lower... What could have been had I been supported when I was a child in exploring something that took almost 20 years to finally be able to do. 2/2
11-19-18 05:29,G187u,5.02,4.47,Pac wasn t bitching about mental illness and bipolar disorder...that sound like a choice to me ?? just saying @kanyewest
11-19-18 05:30,loricalabresemd,6.24,4.72,The Truth About #BipolarDisorder: How To Get Your Life Back https://t.co/JhwSaYfevh https://t.co/pWQhhVtuhn
11-19-18 05:35,Amen_Clinics,4.85,4.29,"Many people with mental health concerns have been stigmatized by labels and misconceptions. One of the most misunderstood mental health issues is Borderline Personality Disorder (BPD), which is frequently mistaken for bipolar disorder. https://t.co/WYy6TN4Sj3"
11-19-18 05:38,sazmeister88,4.49,4.97,"@KashallTheWise it was still manic depression when i was in secondary school! and they're only just trying to rename BPD as emotionally unstable disorder. bipolar gets thrown around in the same way OCD does, i know what you mean, it takes away from the people who actually suffer from it."
11-19-18 05:40,Kobby_Skywalker,4.69,4.96,"Bishop: Stop monologging, you bipolar fuck Man 1: I think he s manic-depressed Man 2: or narcissistic disorder Man 3: dissociative disorder Woman: he s just an asshole"
11-19-18 05:58,OrchidMHGlobal,3.83,5.04,"#ECTRIMS2018   MS Patients with Depression or Bipolar Disorder at Higher Risk of Disability Worsening, Study Finds https://t.co/XAAHOSzO5G"
11-19-18 06:02,autieshawtie,5.07,4.67,"@CupcakKe_rapper hi, cupcakke! I m a big fan of yours & I m interested in the position! I m really struggling to find a job due to my disabilities (chronic pain; autism; bipolar disorder) despite my work ethic & passion. I m also struggling to pay for college. is this an in-person or remote job?"
11-19-18 06:04,kmbyngkwn,4.39,5.19,My feelings about Iqra is a form of bipolar disorder
11-19-18 06:05,TheMacAnon,4.04,4.73,"The effects of miRNA dysregulation of gene expression also seem to be important in neuropsychiatric disorders, such as schizophrenia, bipolar disorder, major depression, Parkinson's disease, Alzheimer's diseaseand autism spectrum disorders."
11-19-18 06:21,empathyishard,4.6,4.61,"@OnePrplGrl @joandark11 Most mental illnesses aren't curable, just suppressible with treatment. The rates of relapse on medication cessation for things like bipolar disorder and the various schizoid disorders are evidence of that."
11-19-18 06:30,emoholyfather,4.57,4.6,"RT @neopet_ebooks: Maybe she s born with it, maybe it s rapid cycling bipolar disorder."
11-19-18 06:54,emoholyfather,4.04,4.62,RT @lexcaitreads: Me: I ve been diagnosed with manic depression aka bipolar disorder Literally everyone: Don t say it Don t say it Don t say it Don t say it Don t say it Don t say it Don t say it Don t say it Don t say it  Just be happy
11-19-18 06:57,ChronicTami,4.96,4.3,Then you add bipolar disorder to the grief in later childhood years. All of these reminders just solidify my no contact with my family. They failed miserably.
11-19-18 07:05,Symph0nym,4.89,5.3,"me: i've been suffering from bouts of depression, anger, and extreme happiness, as well as a myriad of other things all my life but it's just my anger issues and period, i don't have BPD therapist: you have moderatebipolar disorder me: https://t.co/VAdD3SA031"
11-19-18 07:07,leeaubreitua,5.53,4.29,"Good morning can we please stop romanticizing depression, anxiety and bipolar disorder because you really don t know what it feels like having them. It requires medical attention, it s not just by simply answering some tests in the internet without actual interpretation. Thanks."
11-19-18 07:15,disableddoctors,5.97,4.64,"RT @PhinerianKlipsy: @doc_bipolar My wife, a psychiatrist, decided to speak about her bipolar disorder publicly a few years ago to fight stigmatization. Retrospectively, this was a good decision. It offered a lot of opportunities to help others. https://t.co/Zjjr61yf5V"
11-19-18 07:21,piratesjobless,4.88,4.78,"my friend got bipolar disorder, and i dont know how to handle or be cured:(((("
11-19-18 07:22,Dpeters1977,5.59,4.27,"RT @jackheath: What lithium can tell us about bipolar disorder - MJA InSight 45, 19 November 2018 | doctorportal @SANEAustralia https://t.co/Jd4xG0rB9H?"
11-19-18 07:40,joel_treadwell,4.75,4.5,"RT @SamrawitSuiHeim: Were not surprised when we get a cold; why should we be surprised if someone experiences mental illness? To say that depression, anxiety, ADHD, bipolar, and every other disorder, are purely spiritual disorders is to ignore the fact that we are both body and soul."
11-19-18 07:50,lara2053backup,4.61,4.47,RT @lextra0rdinary: don t say you re depressed if you re just upset. don t say you re bipolar if you have one mood swing. don t say you have an anxiety disorder if you have normal stress. mental health is not takenseriously because we throw out disorders like they re adjectives describing a mood.
11-19-18 08:03,localdazey,3.76,5.42,"When it rains it pours, but when you have bipolar disorder it fucking monsoons"
11-19-18 08:03,SchoenholtzJC,4.15,4.77,@brianstelter @carlbernstein That's the problem with having to adjust medication in the face of a cyclic (Bipolar) disorder.
11-19-18 08:09,parliamentblues,5.2,4.39,"i m so manic the only things my brain can comprehend are drugs, dick, and dinner. im the guy fieri of bipolar disorder"
11-19-18 08:11,Dre_Trimz,4.32,4.68,"RT @ozryhu: Many suffer from dementia, obsessive compulsive disorder, attention deficit/hyperactivity disorder, bipolar disorder, borderline personality disorder. Millions of people who think they are normalsuffer from dissociative identity disorder."
11-19-18 08:25,miradyptr,4.5,4.39,RT @hipstermaid: if alfamidi had a bipolar disorder i would be alfamoody what up
11-19-18 08:27,wardnanakh,4.9,5.42,3 Things People with Bipolar Disorder Shouldn t Do - bpHope https://t.co/PLqm6CowDa
11-19-18 08:28,SoulfulOfWealth,5.04,4.69,"@SecretlyDepres I was misdiagnosed and treated only #suicidal #bipolar for well over decade unsuccessfully might I add, it wasn t until I addressed my #bipolar #adhd #ptsd and #ocd that I recovered. Treat the symptom not the disorder!"
11-19-18 08:32,junebugstreet,5.12,4.53,"@LesHugTX I agree w/so much of your content, but I have an issue w/ this. While I agree that he is unfit to be in office, your words are stigmatizing to those of us with bipolar disorder (and those with schizophrenia). There is plenty to criticize him for without resorting to ableism."
11-19-18 08:33,vincentsz18,5.16,4.61,"""Bipolar disorder is often manifested in extreme mood swing"" Ppl: omg i think i might be bipolar"
11-19-18 08:35,KrickNathan,5.34,5.34,RT @yaire_emc: hi yes hello bipolar disorder is real and many people struggle with it!!!stop fetishizing  bipolar  and  psycho  girls and making those that struggle w/ the disorder feel like they re crazy!!! thanks for coming to my ted talk
11-19-18 08:36,personalfitnes3,4.42,4.67,#Bipolar Disorder Signs and #Symptoms: Recognizing and Getting Help for Mania and Bipolar Depression https://t.co/FrIxMq62yR
11-19-18 08:37,luvsskat,5.64,4.53,so! am i going to give into my impulsiveness my bpd and bipolar disorder so generously offers me in supplies that are usually Suppressed by meds this holidays and spend more than I can afford and do shit i'll regret because i can't be trusted for one goddamn second! yes :)
11-19-18 08:39,stephcurvme,4.44,4.25,When you mix bipolar disorder with other disorders and issues it makes a very terrible person very confused person all I can do is pray for them
11-19-18 08:39,ANGELAFAITHD,5.77,4.13,"@Rachel19829858 Yeah I have BPD, bipolar and panic + anxiety disorder. I also have POS which contributes to it massively. It s difficult to find the will to live some days but...you gotta keep going thanks to others like you, that kindness and understanding it makes all the difference."
11-19-18 08:47,Attention_B,5.56,4.62,"RT @DanielleSabrena: Me: *cries daily* *has bipolar disorder* *is generally unwell* Everyone: well if you just click your heels and pray and carry Madame Zeroni up the mountain, everything will work out fine. https://t.co/Yq0wM0Sow7"
11-19-18 08:50,AngelaBlueCrow,6.44,5.15,"RT @WheelOfLifeMag: In this issue, Laura shares how she overcame Bipolar Disorder to live a productive life. https://t.co/1pPORfxl5P #WheelOfLifeMagazine #empowerment #livelifebetter #lifestylemag #inspiration#motivation #issuuloves #success #awesome #amazing #BiPolarDisorder #Reiki #HealYourself https://t.co/0M79qMtpeD"
11-19-18 08:51,helen_badge,5.73,4.41,What lithium can tell us about bipolar disorder? An excellent article by @ian_hickie in @theMJA discussing mechanisms and treatment for bipolar disorder - See https://t.co/6ceT2VuQ9e; Volunteers needed for https://t.co/4KSQzpDob3 study to help 'crack the code'
11-19-18 08:59,MichaelGranvi10,4.58,4.57,"RT @staceyabrams: ""Stacey told me about her brother who struggles with drug addiction & bipolar disorder. For her to be so open about discussing mental illness showed me that she isn't like other politicians she's a person who will speak honestly and clearly with you."" - Laura, Decatur. 2/ #gapol"
11-19-18 09:08,Vannababy301,4.9,4.62,Sometimes I hate my brain and myself for my bipolar disorder. Today started as a wonderful day. And somewhere along the way it got fucked up and now I sit here crying alone.
11-19-18 09:09,cathhayes2,4.62,4.47,"@SteMattMurray ?? my eldest daughter has Bipolar type Schizoaffective disorder. That s how she describes it too, and like being trapped in a perpetual nightmare. I m disabled too. I couldn t vote Labour while it was Blair, I just couldn t. When Corbyn came along it was a relief."
11-19-18 09:23,yeIIowflowers,6.38,4.64,hi! uh don t use bipolar disorder as a punchline to your joke! because it s not funny!! thank you :)
11-19-18 09:24,obese_dyke,3.91,5.09,"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, & schizophrenia"
11-19-18 09:29,LunaMoo69328621,5.61,4.91,Died by SUICIDE BIPOLAR DISORDER This man pretty much invented GRUNGE MUSIC. The song LITHIUM is named after a mood stabilizing medication. His MUSIC is so powerful! ? ?? https://t.co/JGXxX9KONkhttps://t.co/cxCse0PCQR
11-19-18 09:31,Neo_182,5.68,4.7,"@emmywithlove Gaming. Talking with friends. Keeping real with those talks. However dark they may be. I've had a very rough year (bipolar 2 and auto-immune disorder) Speaking with friends and just generallykeeping busy. (reading, learning new things with IT..) has helped me quite a bit."
11-19-18 09:36,INFEXZION,5.64,4.28,Friendly reminder I have Bipolar Disorder & we re all humans but your never alone If you ever need someone to talk to I m just a Hello away ??
11-19-18 09:38,Pr1ncessSteph93,4.45,4.75,"Are you actually mentally ill...? You should probably seek help for your bipolar disorder, just saying."
11-19-18 09:40,LigayaLoyola,4.85,4.71,"RT @intelligentwat: A1 hey, y'all, hey! I'm Zin and I battle major depressive disorder, bipolar II, PTSD, and general anxiety. I write and love horror in all mediums, but #MentalIllness is depicted poorly and representation is very, very white. I write for visibility. #CripLit #MentalHealth https://t.co/od4ol3zDM3"
11-19-18 09:44,lydia_heather98,4.31,5.11,Watching a true crime video about a serial killer and someone comments  probably has bipolar disorder or something  shut up you ignorant twat????????
11-19-18 09:54,QuestingJane,7.18,4.67,RT @bipolarwellness: CREATIVITY IS A PATH TO RECOVERY https://t.co/03AbFer0Gy
11-19-18 10:00,ForBipolarAware,5.73,4.94,Take an active role in managing your symptoms and improving your life! https://t.co/W2lhPrMFLK
11-19-18 10:06,Cambria4DD,5.39,5,"RT @allentien: Worldround, 1 billion suffer from anxiety, 300 million are affected by depression, 60 million suffer from bipolar affective disorder, about 21 million are affected by severe psychoses, 50 millionhave dementia (to grow to 152 million in 2050) https://t.co/51igcLtEJh #SharedFacts"
11-19-18 10:13,Greenthumb_one,4.71,4.9,"RT @IACM_Bulletin: Cannabis may be helpful in bipolar disorder. Interesting study from McLean Hospital in Belmont. After depression, ADHD, PTSD, and obsessive-compulsive disorder hope for more patients suffering from severe psychiatric diseases to get relief from cannabis. https://t.co/F9Mt9uYjlI"
11-19-18 10:14,randyk_,4.47,4.4,There are two types of #bipolar disorder   here's how they're different. https://t.co/1vDwrdyyqD via @thisisinsider
11-19-18 10:19,EsraaAbouAmin,4.27,5.13,Stop stigma @bdpyourvoice bipolar_disorder_truths cmhasaskatoon mental_health_tips mentalhealthquotess @ResistantStigma mentalhealthawareness.insta stigmastopswithus #stopstigma  https://t.co/jP0g3exz0u
11-19-18 10:26,kcldav43,6.06,4.3,"@MikeyMike1 @jojoLoMu @SUP3RNAT1JRAL And I have a comfortable life now after working 20 yrs in public service, then almost being killed by DWP when I was first diagnosed with bipolar disorder. I also have 2 beautiful girls who work in care and special needs education and a son with Aspergers who has a physics degree"
11-19-18 10:34,KeirhonAquino,3.39,4.76,RT @VicsMovieDen: Symptom Domains of Bipolar Disorder #Bipolar #MentalHealth #MentalHealthAwareness https://t.co/TG4yUDGWeb
11-19-18 10:40,sarahjanemoo,4.66,4.87,"Genetics of Bipolar Disorder: Overview, Clinical Implications and Genetic Testing https://t.co/PQa211pgsZ"
11-19-18 10:43,skinnyemoji,6.08,4.32,RT @crvckwhvre: attention bpd / bipolar / mood disorder folk: i ve discovered this app called Daylio where you can track your mood over the course of the day and add a bunch of custom activities with it - a goodway to easily monitor yourself. i downloaded today & so far so good! @hellodaylio https://t.co/HlTEvdc8kR
11-19-18 10:46,NeuterUrPets,4.36,4.64,RT @OpStopSuicide: if you have ever suffered from    depression   anxiety   eating disorder   self-harm   ocd   bipolar   feelings of guilt and hopelessness   suicidal thoughts can you please RT to show supportfor people who also suffer you are not alone; #OpStopSuicide
11-19-18 10:56,footballqueen52,4.52,4.45,@madamx12369 @Treshiq A schizophrenic can completely change their lifestyle they will still have schizophrenia. Same with those suffer with bipolar disorder and borderline personality disorder.
11-19-18 10:56,AlaynnaJohnson,5.4,4.52,"RT @ogalyd: Three weeks ago I was diagnosed with bipolar disorder. & although it s no one s business, sometimes you just gotta let ppl know for yourself so you can let go of the shame... & there s nothing wrong w that. Here s to strong mental health & no longer suffering in silence!????"
11-19-18 11:08,christianapage,3.49,4.94,"RT @carsonfrae: ""I finished my webseries! I no longer have bipolar disorder"""
11-19-18 11:08,luismadridp,5.4,4.27,RT @MedscapePsych: UA levels may help predict conversion to #bipolar disorder in patients with MDD. https://t.co/e6WL98Hnui
11-19-18 11:13,deniaasu,5.53,4.36,"RT @SHO_Homeland: It s okay to not be okay. In #Homeland, Carrie struggles with bipolar disorder. Today we recognize it is important to make mental health a priority every day. #WorldMentalHealthDay #MentalHealthAwarenessDay #Showtime https://t.co/hY3AHMhkQl"
11-19-18 11:24,jobajouvert,2.89,5.42,I hate having bipolar disorder
11-19-18 11:25,harleyquinnical,4.82,4.8,Stupid bipolar disorder. I want to do all the things but I cannot focus long enough to finish any of them.
11-19-18 11:27,Cloutmizz,5.28,4.22,"RT @Cloutmizz: I would never ever wish, Depression,Anxiety,Bipolar disorder, or Schizophernia disorder on not one soul not even if you happen to be my biggest enemy shit isn't fun and idgaf if that person evenpissed me off i would never wish that apon someone..."
11-19-18 11:28,BoesingLoretta,5.49,4.25,A patient with bipolar disorder wrote this on the petition. Im up to over a 120 reasons why mail or Pharmacy isn't what's best for the patient and can actually cost more money. I never thought about how importantthe relationships and routine for people with mental health issues https://t.co/J8fJM0XAQl
11-19-18 11:29,MOJITOLOVER420,4.45,4.6,"@Emmyisuok Just because you don t like a characteristic about yourself doesn t mean you get to make up a new disease. Saying that KINDNESS is a mental disorder just degrades the seriousness of actual disorderslike schizophrenia, borderline, bipolar, depression etc."
11-19-18 11:47,infjamd,5.85,4.58,"Bipolar I Disorder Men & women are equally affected. >Men on average undergo more manic episodes >Women experience more mized and depressive episodes, likely to be rapid cyclers. Family history of bpd conveys greater risk Lifetime prevalence BPD I 0 to 2.4% BPD II: 0.3 to 4.8%"
11-19-18 11:52,dustingfirebauh,5.71,3.89,"A few differences between bipolar type I & II, are that in type I, episodes last permanently if not medicated and type II episodes usually last a couple weeks to a month if not medicated proper. Symptoms can be as simple as nail chewing to schizo-affective disorder to dystonia."
11-19-18 11:52,anita4323,6.35,4.13,"RT @TheyScreamMacko: Mental health is IMPORTANT. Depression is REAL. Anxiety is REAL. Bipolar disorder is REAL. Y all, it s all real and can effect anyone. Please check on your people why they are here. A hug, a text... Anything to show you care"
11-19-18 11:52,VinesMajicsaggy,5.05,4.74,"@_melaston Yeah your right she should have said something about her bipolar disorder son,that shit pissed me off,I hate to see a woman get hit by a male regardless if he's troubled or not."
11-19-18 11:56,twistedmic24,5.4,4.87,"@ShannonPersists @maybellinecat those papers as they spoke of how their perceptions changed. They saw people & not diagnoses. They realized that if not for lucky genetics, they could be in the same situation. They became aware of the bias against people with illnesses like schizophrenia & bipolar disorder. 2/2"
11-19-18 12:07,Myskat32,5.46,4.25,"@Fans4Pyromantic @james_a_michael When James started the fly on the wall series, I was loving it and then he just stopped. I'm afraid jamcast is going to disappear too. I so enjoy listening to him, I think everyone can relate to what he experiences with bipolar disorder. Mostly I just want to know he's ok..."
11-19-18 12:28,DesiSoDope,4.47,4.43,"dealing with someone with a bipolar disorder is stressful af. you gotta remember not to hold the bs against them, but also protect yourself at the same time."
11-19-18 12:30,vispilloism,4.87,4.78,"@stxrkproduction Felix felt like shit, and he knew it was a mixture of things, but he has hit the deepest depression possible. When it came to his mental health, the exhausting battle between mania and depressionwith bipolar disorder never got this bad with Felix. . But this last week had  "
11-19-18 12:33,glam4462,5.07,4.71,"RT @Mat_Zo: As someone who was diagnosed with bipolar disorder a few years ago and spent time in hospital, I can tell you 'reaching out' is the most difficult thing to do when your brain is out of control. Plus, sometimes those who you reach out to treat you differently afterwards"
11-19-18 12:39,gaitoulabackder,4.45,4.57,Dev09 Writes Songs To Deal With Her Bipolar Disorder https://t.co/TVuektGiS2
11-19-18 12:42,AndrewRover2018,5.2,4.93,I have had my Bipolar disorder for 6 years and 10 months this morning with value!
11-19-18 12:48,ShannonPersists,5.69,4.87,"@Wendy_burgerr At 1st they thought it was Bipolar 1 with psychotic features but they changed it to schizoaffective disorder, which is the type of schizophrenia that has bipolar aspects. Sometimes I hear peopletalking and I go and check it out and nobody's talking. Playing music drowns it out."
11-19-18 12:51,vispilloism,4.36,4.79,"@stxrkproduction   before him and practically present his troubles concerning this separation anxiety, and all he wanted was to forget but that didn't mean he would withdraw from this state of depression. Having to deal with bipolar disorder was fucking exhausting.  ( Please ). .  It  "
11-19-18 12:56,LidiWiesner,5.09,4.66,"@papa_machete really? i got mental illness too, i suffer from bipolar disorder, we are in this together mate... well, in the US there are socio-political problems that generate this social problem, I'm sorry that it happened to you"
11-19-18 12:57,tellthetruth59,4.5,4.68,"@SarahPalinUSA @LucyLovesTrump I'm seeing mental disorder ""bipolar"" Maybe? Not kidding."
11-19-18 12:57,KristineNoodles,3.75,5.12,"RT @SilakboPH: ""What is a Mood Disorder Anyway?"" by Ellen Forney, who has Bipolar I. #mooddisorders #depression #bipolar #mentalhealth #mentalillness https://t.co/aMQhgJd75L"
11-19-18 13:04,TranceTweetT,3.17,5.84,"RT @TranceTweetT: Mental illnesses with highest suicide rate : 1 Bipolar Disorder, 2 Schizophrenia, 3 BPD and 4 Unipolar Depression #WorldMentalHealthDay"
11-19-18 13:11,thecaraturtle,5.33,5.02,"RT @cosmicpilots: it s important remind yourself that you are not your emotions or mental illnesses. you are not anxiety. you are not depression. you are not bipolar disorder, etc. and you are also not anger. you are not doubt. you are not sadness, etc. you are a human experiencing these things."
11-19-18 13:24,HoneyedTrap,5.84,4.26,"RT @MDEdgePsych: This article describes the evidence, rationale for use, mechanism of action, benefits, and safety profile of bright light therapy for treating patients with bipolar #depression. Read more at: https://t.co/FicU08WqdJ"
11-19-18 13:28,jakeloughman00,5.56,4.19,"@FOX35Adam @UCF_Football Don t be wishy washy... one game does not define a season. That s a thing all of you reporters do. Ohio state has been hated all year even after ranked wins, but after one week they willbe thrown back into playoff contention. It s a bad case of bipolar disorder."
11-19-18 13:28,tooDamnCUTE__,5.09,4.5,RT @nadirantoinette: Depression is real : Anxiety is real : PTSD is real : Bipolar Disorder is real
11-19-18 13:28,tiff_babydoll,6.16,4.67,@donnylumpkins I absolutely loved your speech tonight about mental health I too was diagnosed with bipolar disorder last year and I've tried medication and it didn't help that much and I give u so much credit for doing what u do I love u guys so much thank u
11-19-18 13:37,unnie_lovesKPOP,6.09,4.77,"I have Bipolar Disorder & PTSD. I know how difficult it is to talk about the struggles with others. It takes a lot of courage & I commend you, Mino. I m happy that you have WINNER beside you. And thank you for existing. Thanks to your music, I m able to fight my battles everyday. https://t.co/IC0Lsor1Cz"
11-19-18 13:44,whingiikari,5.89,4.43,i just read that 60-70% of bipolar disorder sufferers also tend to have ADHD and uh someone please direct me to a new psych bc it sucks
11-19-18 13:44,hannahgreve3,4.65,5.38,I got to scream my heart out to Grayscale. I lost part of my nose ring while I was raging during Boston Manor s set. I got reminded that I m not alone when it comes to having bipolar disorder & mental illnessesduring Real Friends & almost starting crying. I needed tonight badly
11-19-18 13:50,RecycleRepair,4.22,4.38,How Your Smartphone Can Detect Bipolar Disorder: https://t.co/utzPP9inRf #bipolar #mentalhealth #bipolarbrave #tech
11-19-18 13:51,kennahsimone_,5.35,4.63,"people self diagnose and say they have depression and bipolar disorder when they ve never even been to a therapist, and 5 years later end up with real mental disorders. your brain is a powerful tool."
11-19-18 14:00,misbahchowdhury,4.67,5.93,what does sex have to do with bipolar disorder smh how u gonna ask me that
11-19-18 14:03,baevid_beauie,5.46,4.91,if my mum didn't want me to be the way i am maybe she shouldn't have had six kids when she knew her dad had bipolar disorder  \_(?)_/
11-19-18 14:05,M_ttEbook,4.62,4.27,Day 0 divided by cops during a bipolar disorder flareup.
11-19-18 14:32,Mackenz91075040,5.51,4.22,"@DearDoctorH #Chapter15 reminded me of a show I used to watch called Black Box. The main character was diagnosed with Type I Bipolar disorder. They displayed her having hallucinations, manic episodes, and how she managed her lifestyle. Sadly the series only had one season ???? ."
11-19-18 14:42,Mensa_Erika,4.19,4.96,"@PaulHarvey101 @browndotflop Sadly some of us have multiple chronic pain diagnoses. Think just back pain is bad? Try adding neurological pain, CNS dysfunction of Fibromyalgia, migraines, all on top of severemental illness (bipolar I disorder), but sure take the opioids away bc of chance addiction w no hx.??"
11-19-18 14:53,AutismOpen,4.4,4.7,"#Autism, #schizophrenia, bipolar disorder share molecular traits, study finds https://t.co/Bno3ds6BVp https://t.co/XbGoKe5bOE"
11-19-18 15:07,MrCanadian69,5.18,4.63,@cathmckenna You entered politics to follow Justin and feed your narcissism. You were aware of your role in the climate change Ponzi scheme long before you got there. Since taking office your bipolar disorderhas flared many times. Stop lying Cathy. #takeyourmeds
11-19-18 15:12,phanson1253,5.46,4.48,I would like one day for my son 2 forgive me 4 my mistakes as a mother. One day for him to really understand bipolar disorder & all the disarray and comorbid disorders that can come with it. I try everyday to bebetter. I fear it will never be enough. Why do we torture ourselves?
11-19-18 15:19,WellMentally,4.59,4.61,I survived first postpartum depression and anxiety then postpartum (peripartum) bipolar disorder. When I started disclosing my mental illness openly in my personal life and work I released myself from the prisonof fear of stigma which can be worse than actual stigma I think. https://t.co/ZdVbWeV2nv
11-19-18 15:19,TheMuslimHippie,5.91,4.96,RT @HealthyPlace: How to Live Your Best Life with Bipolar Disorder | HealthyPlace: https://t.co/keYVVKBkNc via @YouTube
11-19-18 15:40,ShutUpAmanda,4.95,4.64,"RT @lawrencefillory: Yes, I have bipolar disorder. No, that doesn't mean I'm allowed to do whatever I want. Yes, I have to be vigilant with my medication and therapy. No, that doesn't mean I live a completelydifferent life from anyone else. #MentalIllnessMeans"
11-19-18 15:45,TripPrimaryCare,4.65,4.06,New2Trip: Evidence-based guidelines for treating bipolar disorder https://t.co/AE8Z7PmZxD
